step,loss,moving_avg,loss_target_1,loss_target_2,loss_target_3
0,1.4107756614685059,1.4107756614685059,0.2668043076992035,0.5005592107772827,0.6434121131896973
1,1.394394040107727,1.4025848507881165,0.2563779056072235,0.4913041293621063,0.646712064743042
2,1.3612099885940552,1.3887932300567627,0.25350046157836914,0.48397397994995117,0.6237355470657349
3,1.3286480903625488,1.3737569451332092,0.2433536797761917,0.4734742045402527,0.6118201613426208
4,1.3069519996643066,1.3603959560394288,0.23305214941501617,0.46508675813674927,0.6088130474090576
5,1.2974755764007568,1.3499092260996501,0.2321685254573822,0.45938482880592346,0.6059222221374512
6,1.2605011463165283,1.33713664327349,0.2220507264137268,0.44472894072532654,0.5937214493751526
7,1.248560905456543,1.3260646760463715,0.2166188359260559,0.43907660245895386,0.5928654670715332
8,1.238765001296997,1.31636471218533,0.212320938706398,0.43812668323516846,0.5883173942565918
9,1.221366047859192,1.306864845752716,0.20105981826782227,0.42880821228027344,0.5914980173110962
10,1.197129249572754,1.2968888824636287,0.19384144246578217,0.42466163635253906,0.5786262154579163
11,1.1511642932891846,1.2847451666990917,0.18299166858196259,0.39704233407974243,0.5711303949356079
12,1.1912686824798584,1.2775546679129968,0.18674981594085693,0.425319105386734,0.5791997313499451
13,1.1289396286010742,1.2669393079621452,0.17241902649402618,0.39133238792419434,0.5651881694793701
14,1.1447556018829346,1.2587937275568644,0.16992607712745667,0.40260064601898193,0.5722287893295288
15,1.1298234462738037,1.2507330849766731,0.16603802144527435,0.3996754586696625,0.5641099214553833
16,1.1189908981323242,1.2429835445740645,0.16079626977443695,0.39859405159950256,0.5596005916595459
17,1.112281322479248,1.2357223100132413,0.16101889312267303,0.3917441666126251,0.5595182776451111
18,1.0853772163391113,1.2278094103461819,0.15382814407348633,0.37991511821746826,0.5516340136528015
19,1.0851397514343262,1.220675927400589,0.15332069993019104,0.3798615634441376,0.5519574284553528
20,1.0479199886322021,1.2124494541259039,0.14057856798171997,0.3617589473724365,0.5455825328826904
