step,loss,moving_avg
0,0.46188920736312866,0.46188920736312866
1,0.4533796012401581,0.45763440430164337
2,0.4383820593357086,0.4512169559796651
3,0.4289829134941101,0.44565844535827637
4,0.4133409857749939,0.43919495344161985
5,0.39768967032432556,0.4322774062554042
6,0.38671135902404785,0.425767970936639
7,0.37324637174606323,0.419202771037817
8,0.36266836524009705,0.4129211703936259
9,0.350755900144577,0.40670464336872103
10,0.3456900715827942,0.40115786411545495
11,0.33902350068092346,0.39598000049591064
12,0.3342294991016388,0.3912299619271205
13,0.3310297131538391,0.3869299441576004
14,0.32782989740371704,0.38298994104067485
15,0.3252965807914734,0.37938410602509975
16,0.3230074346065521,0.3760678312357734
17,0.3208402991294861,0.3729996350076463
18,0.3187015652656555,0.37014184186333104
19,0.3173351287841797,0.3675015062093735
20,0.3151933550834656,0.3650106418700445
21,0.3132639527320862,0.362658519636501
22,0.31083250045776367,0.3604052144548167
23,0.30751609802246094,0.3582015012701352
24,0.30180954933166504,0.35594582319259643
25,0.29850226640701294,0.35373645562392014
26,0.2918304204940796,0.3514436395080001
27,0.2877761125564575,0.34916979925973074
28,0.2749177813529968,0.3466093848491537
29,0.26667794585227966,0.3439450035492579
30,0.2522755265235901,0.34098792364520414
31,0.23739099502563477,0.33775051962584257
32,0.2206035703420639,0.3342006120717887
33,0.20521780848503113,0.3304070002015899
34,0.19110040366649628,0.32642681172915866
35,0.17803305387496948,0.32230476289987564
36,0.16890040040016174,0.318158699048532
37,0.16223052144050598,0.314055325953584
38,0.15657399594783783,0.3100173431329238
39,0.14977507293224335,0.3060112863779068
40,0.1451430320739746,0.3020876704192743
41,0.14264683425426483,0.2982914600343931
42,0.13918526470661163,0.2945913159570029
43,0.1362905204296112,0.2909935706041076
44,0.1347762644290924,0.2875220749113295
45,0.1326814442873001,0.2841559742455897
46,0.1304410994052887,0.2808854449936684
47,0.12959855794906616,0.2777336348469059
48,0.12914972007274628,0.2747013100555965
49,0.12906531989574432,0.27178859025239943
50,0.12796956300735474,0.268968609326026
51,0.12836983799934387,0.2662647868005129
52,0.12777318060398102,0.26365173762699345
53,0.12786756455898285,0.26113721590351174
54,0.12792986631393433,0.25871526409279216
55,0.12721127271652222,0.2563669785325016
56,0.12669870257377625,0.254092096498138
57,0.12661540508270264,0.25189422250821675
58,0.12672004103660583,0.24977262621208773
59,0.12619584798812866,0.2477130132416884
60,0.12637539207935333,0.24572387191115833
61,0.12596970796585083,0.24379235313784692
62,0.12603116035461426,0.24192312785557338
63,0.12572455406188965,0.24010752514004707
64,0.12536658346652985,0.23834227988353143
65,0.12511572241783142,0.23662672598253598
66,0.12523512542247772,0.23496416478014703
67,0.12543940544128418,0.23335350655457554
68,0.12474319338798523,0.2317794440449148
69,0.125269815325737,0.23025787792035513
70,0.124509796500206,0.22876846832288822
71,0.12419489026069641,0.22731605751646888
72,0.12394334375858307,0.22589999294444307
73,0.12409739941358566,0.22452428222105308
