step,loss,moving_avg
0,0.1628383845090866,0.1628383845090866
1,0.15621179342269897,0.1595250889658928
2,0.15506190061569214,0.1580373595158259
3,0.15217900276184082,0.15657277032732964
4,0.1485457420349121,0.15496736466884614
5,0.1506582796573639,0.1542491838335991
6,0.14657562971115112,0.15315296181610652
7,0.1459556221961975,0.1522532943636179
8,0.1471019685268402,0.15168092482619816
9,0.1446433663368225,0.1509771689772606
10,0.1432296484708786,0.15027284893122586
11,0.14267495274543762,0.1496396909157435
12,0.141710564494133,0.14902975811408117
13,0.13945066928863525,0.14834553748369217
14,0.1401999592781067,0.14780249893665315
15,0.13955621421337128,0.14728710614144802
16,0.14029066264629364,0.14687555064173305
17,0.1385270655155182,0.1464117459124989
18,0.13790056109428406,0.14596378881680339
19,0.13783538341522217,0.14555736854672433
20,0.13600245118141174,0.14510237248170943
21,0.13625997304916382,0.14470044523477554
22,0.13515140116214752,0.14428526940553085
23,0.13474984467029572,0.1438879600415627
24,0.13506510853767395,0.14353504598140718
25,0.13481396436691284,0.14319961976546508
26,0.13466140627861023,0.1428833896363223
27,0.13435521721839905,0.1425788120499679
28,0.13344134390354156,0.14226372694147044
29,0.1338534653186798,0.1419833848873774
30,0.13282084465026855,0.14168781907327713
31,0.13301342725753784,0.14141674432903528
32,0.13274799287319183,0.14115405489097943
33,0.13157668709754944,0.14087236760293737
34,0.13160893321037292,0.14060769804886408
35,0.1317937970161438,0.14036286746462187
36,0.13070225715637207,0.14010176988872322
37,0.13201168179512024,0.1398888728336284
38,0.13244445621967316,0.1396979903563475
39,0.1316659152507782,0.13949718847870826
40,0.1310855746269226,0.13929202716525008
41,0.13194242119789124,0.13911703654697963
42,0.13105931878089905,0.13892964776172195
43,0.12974584102630615,0.13872092488137158
44,0.1305273175239563,0.13853884471787348
45,0.13037489354610443,0.13836136751848718
46,0.1290515661239624,0.13816328663775262
47,0.13016915321350098,0.13799674219141403
48,0.129288911819458,0.13781903136749657
49,0.12891767919063568,0.13764100432395934
50,0.12910784780979156,0.1374736875295639
51,0.12806059420108795,0.13729266650401628
52,0.12834160029888153,0.13712377846240997
53,0.12735305726528168,0.13694283918098168
54,0.12805885076522827,0.13678131211887706
55,0.12765751779079437,0.1366183872201613
56,0.12685531377792358,0.1364471052299466
57,0.12729056179523468,0.13628923379141708
58,0.12515729665756226,0.13610055689084327
59,0.12575487792491913,0.13592812890807787
60,0.12485440075397491,0.13574659238096143
61,0.12582340836524963,0.1355865410258693
62,0.1250971406698227,0.13542004260751936
63,0.12123795598745346,0.13519844750408083
64,0.12197600305080414,0.13499502528172272
65,0.12213393300771713,0.1348001602472681
66,0.12171134352684021,0.13460480477382888
67,0.12072569131851196,0.13440070016419187
68,0.11946138739585876,0.13418418838494067
69,0.11796870082616806,0.13395253856267247
70,0.11670195311307907,0.13370957257042468
71,0.11561821401119232,0.13345830370154646
72,0.11665377020835876,0.13322810461259868
73,0.11446911841630936,0.1329746047991353
74,0.11305680125951767,0.13270903408527374
75,0.10948788374662399,0.13240349263344942
76,0.10922904312610626,0.13210252575673065
77,0.10764452069997787,0.1317889615893364
78,0.10336150228977203,0.13142912033237988
79,0.10453484952449799,0.13109294194728136
80,0.09993454813957214,0.13070827041879113
81,0.09949950873851776,0.13032767576415363
82,0.10093726217746735,0.12997357439563936
83,0.09671914577484131,0.12957768834062985
84,0.09422743320465088,0.12916180298608892
85,0.09845031052827835,0.12880469260867253
86,0.09922070801258087,0.12846464680871744
87,0.09652426838874817,0.12810168796303598
88,0.09556479752063751,0.12773610492435733
89,0.09768462926149368,0.1274021996392144
90,0.09791494905948639,0.12707816391855806
91,0.09273020923137665,0.12670481658500174
92,0.09286850690841675,0.12634098529815674
93,0.09044664353132248,0.12595913059850958
94,0.09131090342998505,0.12559441241778826
95,0.09002138674259186,0.12522386006700495
96,0.09402310848236084,0.12490220283417358
97,0.09052926301956177,0.124551458550351
98,0.08899286389350891,0.12419228082654452
99,0.09031619876623154,0.1238535200059414
100,0.08564373850822449,0.12308157354593277
101,0.08770393580198288,0.12239649496972561
102,0.08937448263168335,0.12173962078988552
103,0.08742563426494598,0.12109208710491658
104,0.08658866584300995,0.12047251634299755
105,0.08640782535076141,0.11983001179993152
106,0.086553193628788,0.11922978743910789
107,0.08516451716423035,0.11862187638878822
108,0.08482147753238678,0.11799907147884368
109,0.0857478529214859,0.11741011634469033
110,0.08298929035663605,0.1168077127635479
111,0.08597975969314575,0.11624076083302498
112,0.08259699493646622,0.11564962513744831
113,0.08244727551937103,0.11507959119975567
114,0.08325280249118805,0.11451011963188648
115,0.07996276021003723,0.11391418509185314
116,0.08176368474960327,0.11332891531288623
117,0.08310804516077042,0.11277472510933877
118,0.08079546689987183,0.11220367416739464
119,0.08034840226173401,0.11162880435585976
120,0.08037486672401428,0.11107252851128578
121,0.08034399151802063,0.11051336869597435
122,0.07956509292125702,0.10995750561356545
123,0.0795319601893425,0.10940532676875592
124,0.08178911358118057,0.10887256681919098
125,0.07897545397281647,0.10831418171525002
126,0.07933242619037628,0.10776089191436768
127,0.08019871264696121,0.10721932686865329
128,0.08210031688213348,0.10670591659843921
129,0.07937932014465332,0.10616117514669896
130,0.07971502840518951,0.10563011698424817
131,0.07783578336238861,0.10507834054529668
132,0.07871700823307037,0.10453803069889546
133,0.07954888790845871,0.10401775270700454
134,0.07772552967071533,0.10347891867160797
135,0.0767662525177002,0.10292864322662354
136,0.07827934622764587,0.10240441411733628
137,0.07607236504554749,0.10184502094984055
138,0.07709171622991562,0.10129149354994298
139,0.07647379487752914,0.10073957234621048
140,0.07462872564792633,0.10017500385642052
141,0.07723638415336609,0.09962794348597527
142,0.07651776820421219,0.09908252798020839
143,0.0751136913895607,0.09853620648384094
144,0.07493305951356888,0.09798026390373707
145,0.07491807639598846,0.0974256957322359
146,0.07453035563230515,0.09688048362731934
147,0.07717584073543549,0.09635055050253868
148,0.07493067532777786,0.09580696813762188
149,0.07459264993667603,0.09526371784508228
150,0.07748502492904663,0.09474748961627483
151,0.07501610368490219,0.09421704471111297
152,0.07293929159641266,0.0936630216240883
153,0.07451251149177551,0.09313461616635323
154,0.07361925393342972,0.09259022019803524
155,0.07487298548221588,0.09206237487494945
156,0.07346439361572266,0.09152846567332745
157,0.07345263659954071,0.0909900864213705
158,0.07501763105392456,0.09048868976533413
159,0.07369087636470795,0.08996804974973202
160,0.07312223315238953,0.08945072807371617
161,0.07162614166736603,0.08890875540673733
162,0.07230937480926514,0.08838087774813175
163,0.07385894656181335,0.08790708765387535
164,0.07130615413188934,0.0874003891646862
165,0.07187175750732422,0.08689776740968227
166,0.07171560823917389,0.08639781005680561
167,0.07288098335266113,0.0859193629771471
168,0.07281045615673065,0.08545285366475582
169,0.07051064074039459,0.08497827306389809
170,0.072873055934906,0.08453998409211635
171,0.07157427072525024,0.08409954465925694
172,0.07096807658672333,0.08364268772304058
173,0.07274821400642395,0.08322547867894173
174,0.07167189568281174,0.08281162962317466
175,0.07096788287162781,0.0824264296144247
176,0.07120881974697113,0.08204622738063336
177,0.06990578770637512,0.08166884005069733
178,0.07094497978687286,0.08134467482566833
179,0.07072077691555023,0.08100653409957886
180,0.06852178275585175,0.08069240644574166
181,0.06930553913116455,0.08039046674966813
182,0.07099615037441254,0.08009105563163757
183,0.069287970662117,0.07981674388051033
184,0.06690533459186554,0.07954352289438248
185,0.06937803328037262,0.07925280012190342
186,0.06764639914035797,0.07893705703318118
187,0.07053115963935852,0.07867712594568729
188,0.06846632063388824,0.07840614117681981
189,0.06544798612594604,0.07808377474546432
190,0.06943745166063309,0.0777989997714758
191,0.06782177835702896,0.07754991546273232
192,0.0692078173160553,0.0773133085668087
193,0.06686186790466309,0.0770774608105421
194,0.0717654675245285,0.07688200645148754
195,0.06784598529338837,0.07666025243699551
196,0.06772114336490631,0.07639723278582096
197,0.06896994262933731,0.07618163958191872
198,0.06943649053573608,0.075986075848341
199,0.06749068200588226,0.0757578206807375
200,0.06882303953170776,0.07558961369097233
201,0.06864669919013977,0.0753990413248539
202,0.06850630044937134,0.07519035950303078
203,0.06858019530773163,0.07500190511345864
204,0.06425706297159195,0.07477858908474445
205,0.07038401067256927,0.07461835093796253
206,0.06755580008029938,0.07442837700247765
207,0.06891433894634247,0.07426587522029876
208,0.06670962274074554,0.07408475667238236
209,0.06683468818664551,0.07389562502503395
210,0.06683603674173355,0.07373409248888492
211,0.06761499494314194,0.07355044484138488
212,0.06651633977890015,0.07338963828980923
213,0.0670870915055275,0.07323603644967079
214,0.0681537389755249,0.07308504581451417
215,0.0669199526309967,0.07295461773872375
216,0.06576039642095566,0.07279458485543727
217,0.06610696762800217,0.0726245740801096
218,0.06365100294351578,0.07245312944054604
219,0.06389504671096802,0.07228859588503837
220,0.06526319682598114,0.07213747918605805
221,0.06540874391794205,0.07198812671005726
222,0.06356564164161682,0.07182813219726086
223,0.06524549424648285,0.07168526753783226
224,0.06267797946929932,0.07149415619671345
225,0.0663330927491188,0.07136773258447647
226,0.06474350392818451,0.07122184336185455
227,0.06357108801603317,0.07105556711554527
228,0.061603009700775146,0.07085059404373169
229,0.06367358565330505,0.07069353669881821
230,0.06505836546421051,0.07054697006940841
231,0.06370916962623596,0.07040570393204688
232,0.0634298324584961,0.07025283217430114
233,0.06446963548660278,0.07010203965008259
234,0.06277219951152802,0.06995250634849072
235,0.06264450401067734,0.06981128886342049
236,0.06354108452796936,0.06966390624642373
237,0.062118977308273315,0.06952437236905099
238,0.060787100344896317,0.06936132621020079
239,0.06457924097776413,0.06924238067120314
240,0.061660654842853546,0.0691126999631524
241,0.06294885277748108,0.06896982464939355
242,0.06371665745973587,0.0688418135419488
