step,loss,moving_avg,loss_target_1,loss_target_2,loss_target_3
0,0.7295248508453369,0.7295248508453369,0.1740800440311432,0.27005431056022644,0.2853904962539673
1,0.6934030055999756,0.7114639282226562,0.17259398102760315,0.26474735140800476,0.25606170296669006
2,0.6613075137138367,0.6947451233863831,0.1710537075996399,0.2596149444580078,0.23063886165618896
3,0.632685124874115,0.679230123758316,0.1694663166999817,0.25450271368026733,0.20871610939502716
4,0.6078551411628723,0.6649551272392273,0.1678098887205124,0.24960976839065552,0.1904354989528656
5,0.5863409042358398,0.6518527567386627,0.16610416769981384,0.24483436346054077,0.17540240287780762
6,0.5674518346786499,0.6397954821586609,0.16430261731147766,0.24003636837005615,0.16311289370059967
7,0.5508499145507812,0.6286772862076759,0.16242270171642303,0.23516415059566498,0.15326309204101562
8,0.5359699726104736,0.6183764735857645,0.16052812337875366,0.2302466630935669,0.1451951414346695
9,0.5223853588104248,0.6087773621082306,0.15859173238277435,0.2254016399383545,0.13839197158813477
10,0.5101679563522339,0.5998128706758673,0.1566760092973709,0.2208089828491211,0.1326829195022583
11,0.4992004930973053,0.5914285058776537,0.1548367440700531,0.2165621817111969,0.1278015673160553
12,0.4895966649055481,0.5835952873413379,0.15311844646930695,0.21281641721725464,0.12366177141666412
13,0.48081138730049133,0.5762535801955632,0.1515541821718216,0.20960305631160736,0.11965413391590118
14,0.47255805134773254,0.5693405449390412,0.15016981959342957,0.20689505338668823,0.11549317836761475
15,0.46478715538978577,0.5628059580922127,0.1489449441432953,0.2045486867427826,0.11129350960254669
16,0.45732033252716064,0.5566009212942684,0.14784644544124603,0.20243382453918457,0.10704004019498825
17,0.4502761662006378,0.5506939904557334,0.1468612551689148,0.2005913257598877,0.10282358527183533
18,0.44360649585723877,0.5450578065294969,0.1459375023841858,0.19885298609733582,0.09881603717803955
19,0.4372991919517517,0.5396698758006095,0.1450379341840744,0.19712328910827637,0.09513795375823975
20,0.4312044084072113,0.5345048535437811,0.144145205616951,0.19535024464130402,0.0917089581489563
21,0.4252379536628723,0.529538176276467,0.14321982860565186,0.19345082342624664,0.0885673314332962
22,0.4195738732814789,0.5247571196245111,0.142248272895813,0.19139210879802704,0.08593347668647766
23,0.4143131673336029,0.5201552882790565,0.1412113904953003,0.18919500708580017,0.08390675485134125
24,0.40933895111083984,0.5157226347923278,0.1400948166847229,0.18680116534233093,0.08244297653436661
25,0.40454524755477905,0.5114465814370376,0.13890931010246277,0.18425168097019196,0.08138422667980194
26,0.39975619316101074,0.5073099003897773,0.13769173622131348,0.18167413771152496,0.0803903117775917
27,0.3950565755367279,0.503300853073597,0.13645781576633453,0.1791549026966095,0.07944385707378387
28,0.3904687762260437,0.4994100918029917,0.13520686328411102,0.17670950293540955,0.07855243235826492
29,0.38587117195129395,0.49562546114126843,0.13393943011760712,0.17435550689697266,0.07757623493671417
30,0.38139522075653076,0.4919406146772446,0.13266436755657196,0.17211851477622986,0.07661235332489014
31,0.37705597281455994,0.4883504696190357,0.1313909888267517,0.1700248420238495,0.07564011961221695
32,0.3728272616863251,0.48484976634834753,0.13012707233428955,0.16809920966625214,0.074600949883461
33,0.3687083423137665,0.4814338421120363,0.12887507677078247,0.16633158922195435,0.07350165396928787
34,0.36469048261642456,0.47809831755501886,0.12762781977653503,0.1646702140569687,0.07239246368408203
35,0.3607048988342285,0.4748373892572191,0.12637923657894135,0.16303855180740356,0.0712871253490448
36,0.3567466735839844,0.47164574829307765,0.12512552738189697,0.16145291924476624,0.07016824185848236
37,0.352838397026062,0.4685192390492088,0.12386045604944229,0.15986409783363342,0.06911386549472809
38,0.3489440977573395,0.4654532097853147,0.12262214720249176,0.15835148096084595,0.06797049939632416
39,0.34504085779190063,0.46244290098547935,0.12138127535581589,0.15672963857650757,0.06692996621131897
40,0.3412153124809265,0.4594861305341488,0.12011761963367462,0.15501296520233154,0.06608474254608154
41,0.3374670147895813,0.4565809134926115,0.11883218586444855,0.1532326340675354,0.06540223211050034
42,0.3337174654006958,0.4537236240021018,0.11751668155193329,0.15138956904411316,0.06481124460697174
43,0.3295552134513855,0.4509016146714037,0.11619158834218979,0.14956149458885193,0.06380211561918259
44,0.3255271315574646,0.4481155150466495,0.1148807555437088,0.14782917499542236,0.06281723827123642
45,0.3220796287059784,0.44537560447402624,0.11358088999986649,0.14628399908542633,0.06221473589539528
46,0.3188955783843994,0.44268454008914054,0.11228176951408386,0.14475086331367493,0.06186293810606003
47,0.3157876133918762,0.44004085411628086,0.11095518618822098,0.14311298727989197,0.06171942502260208
48,0.3126661777496338,0.4374413709251248,0.10964576154947281,0.14146627485752106,0.06155412271618843
49,0.30945533514022827,0.4348816502094269,0.10840031504631042,0.1399206668138504,0.06113434210419655
50,0.306272029876709,0.43235989294800103,0.10721222311258316,0.13848619163036346,0.06057361513376236
51,0.30310332775115967,0.4298741897711387,0.10606833547353745,0.13715320825576782,0.059881776571273804
52,0.29992157220840454,0.42742225359070973,0.10497210919857025,0.1359468549489975,0.05900261551141739
53,0.29676389694213867,0.425002654393514,0.1038600280880928,0.1347229778766632,0.05818087235093117
54,0.29362189769744873,0.42261391336267645,0.10272899270057678,0.1334276646375656,0.057465240359306335
55,0.29055383801460266,0.4202556977314608,0.10157700628042221,0.13202859461307526,0.05694825202226639
